nodes_number,max_capacity,num_edges,source node,sink node,experiments,mean_time_fifo,std_time_fifo,max_flow_list_fifo,mean_time_sapa,std_time_sapa,max_flow_list_sapa
1000,100,2000,0,999,5,0.009878063201904297,0.0009361865570326507,"[11, 11, 11, 11, 11]",0.06804299354553223,0.00379917065016847,"[11, 11, 11, 11, 11]"
1000,150,2000,0,999,5,1.269471788406372,0.04867380589825664,"[61, 61, 61, 61, 61]",0.642167329788208,0.021230352429192485,"[61, 61, 61, 61, 61]"
1000,200,2000,0,999,5,0.008502340316772461,0.001843755444789837,"[169, 169, 169, 169, 169]",0.06699256896972657,0.0030201429612074777,"[169, 169, 169, 169, 169]"
1000,200,2000,0,999,5,0.00926361083984375,0.0029787728268690144,"[49, 49, 49, 49, 49]",0.06919832229614258,0.004848385978010831,"[49, 49, 49, 49, 49]"
1000,200,2000,0,999,5,0.003216838836669922,0.0024295609989302787,"[0, 0, 0, 0, 0]",0.06454243659973144,0.004509150367207237,"[0, 0, 0, 0, 0]"
1000,200,2000,0,999,5,0.009833049774169923,0.0031872697323201723,"[66, 66, 66, 66, 66]",0.06621923446655273,0.0007474522247743402,"[66, 66, 66, 66, 66]"
1000,200,2000,0,999,5,0.008328390121459962,0.000593907952694836,"[87, 87, 87, 87, 87]",0.06975626945495605,0.004332136574532459,"[87, 87, 87, 87, 87]"
1000,200,2000,0,999,5,1.291167974472046,0.09681194898642898,"[0, 0, 0, 0, 0]",0.6324875354766846,0.01275899575799481,"[0, 0, 0, 0, 0]"
1000,200,2000,0,999,5,0.017978811264038087,0.0005083919755263014,"[54, 54, 54, 54, 54]",0.07336840629577637,0.0042224052801660104,"[54, 54, 54, 54, 54]"
1000,200,2000,0,999,5,0.004167032241821289,0.0045835319953420085,"[0, 0, 0, 0, 0]",0.0646601676940918,0.0022413740872243926,"[0, 0, 0, 0, 0]"
1000,200,2000,0,999,5,0.009165287017822266,0.004355091612073274,"[82, 82, 82, 82, 82]",0.06673941612243653,0.003433454951728329,"[82, 82, 82, 82, 82]"
1000,200,2000,0,999,5,0.014071273803710937,0.006901536300754321,"[74, 74, 74, 74, 74]",0.07530813217163086,0.0036152470449265822,"[74, 74, 74, 74, 74]"
1000,200,2000,0,999,5,1.215988540649414,0.013156782879217555,"[47, 47, 47, 47, 47]",0.6527074813842774,0.013351380678962795,"[47, 47, 47, 47, 47]"
1000,200,2000,0,999,5,1.2783580780029298,0.04517029394259261,"[0, 0, 0, 0, 0]",0.6545596599578858,0.01685938360925891,"[0, 0, 0, 0, 0]"
1000,200,2000,0,999,5,0.001956462860107422,0.0004607999213637486,"[0, 0, 0, 0, 0]",0.06436729431152344,0.004181367688355629,"[0, 0, 0, 0, 0]"
1000,200,2000,0,999,5,0.003027057647705078,0.002657561725860321,"[0, 0, 0, 0, 0]",0.06959357261657714,0.004747316276840564,"[0, 0, 0, 0, 0]"
1000,200,2000,0,999,5,1.2288329124450683,0.012770431911332585,"[0, 0, 0, 0, 0]",0.6380269050598144,0.01199957497840859,"[0, 0, 0, 0, 0]"
